theta1,theta2,theta3,theta4,theta5,theta6,thetad1,thetad2,thetad3,thetad4,thetad5,thetad6,tau1,tau2,tau3,tau4,tau5,dm1,dm2,dm3,dm4,dm5,da1,da2,da3,da4,da5,db1,db2,db3,db4,db5,thetadd6
-0.738308,-1.022457,1.650859,-0.564279,2.200874,-2.167051,0.419951,-1.039498,-2.0180849999999997,1.8185630000000002,0.03751,-1.029719,67.55206899999999,-2.3815880000000003,22.647423,-64.76096700000001,-37.579637,2.110736,0.89874,2.3725490000000002,2.427109,1.414839,0.44859499999999997,1.277976,1.937175,2.100187,1.340036,0.978518,2.19921,0.624324,0.518687,0.318753,"[-0.086661, -0.023139399999999997]"
2.274685,-0.9816030000000001,0.27551,-1.786229,1.475403,0.510749,-1.821545,1.678368,-0.022703,0.13617,-1.6041159999999999,-0.807144,41.505545,-66.301838,15.011442,-2.689907,-59.262101,1.10304,0.297207,1.6577709999999999,1.9068040000000002,2.404041,0.720151,2.3325240000000003,2.489013,2.348398,1.5318040000000002,2.029784,1.574799,2.395579,0.253445,1.8946900000000002,"[-0.005967399999999999, 0.006497999999999995]"
-2.228374,1.786055,0.304217,0.031585,-1.643102,-1.011521,1.6686509999999999,1.586223,1.6612240000000003,-0.71159,0.344496,-1.588419,-27.791741,4.203880000000001,4.613673,-8.003721,31.470057,1.633638,1.295397,2.236482,1.5516159999999999,2.004339,1.4204370000000002,2.277906,0.267256,2.27258,0.745151,1.7575349999999998,2.388301,1.674575,0.839515,1.4857,"[-0.005967399999999999, 0.006497999999999995]"
-1.214474,-2.308954,-0.06619900000000001,-0.478112,-1.0059559999999999,0.950234,0.295624,1.696103,1.15525,1.2389139999999998,-1.620552,0.983607,13.225268,-22.917454,26.349220000000003,51.342213,-41.422143,0.8955620000000001,0.7045560000000001,1.216561,2.488302,1.6446040000000002,1.101292,2.4175,1.9235400000000002,2.435912,0.880446,0.909283,1.817779,2.4047490000000002,1.371171,2.2708459999999997,"[-0.086661, -0.023139399999999997]"
-1.3437370000000002,2.294629,-0.36901,-0.45383599999999996,1.74239,1.55663,-0.8979889999999999,1.2874,-1.951639,1.7377580000000001,-0.8961819999999999,-1.329748,56.624365000000004,-64.30123499999999,39.143507,-15.08015,47.921645,2.4112310000000003,2.302139,0.305917,1.7904400000000003,1.9290759999999998,0.978193,1.2379930000000001,0.450371,1.891675,2.382647,1.1487100000000001,0.611101,1.031307,0.6737380000000001,0.7564609999999999,"[-0.005967399999999999, 0.006497999999999995]"
0.853334,2.184567,1.796832,-2.348315,-1.880052,-1.465282,-0.046863,-0.664311,-1.417508,1.7770560000000002,-0.140663,1.502941,48.546645,73.46346,50.377487,-55.578609,-59.67422,0.705858,0.598444,2.0420830000000003,1.288022,2.031514,1.410007,2.49438,0.301667,2.372471,1.118049,0.542665,0.57449,2.195622,1.073935,1.634544,"[-0.023139399999999997, -0.005967399999999999]"
-0.922407,0.8575790000000001,-1.873574,-0.9811049999999999,-0.783243,-2.255939,0.324079,-0.727312,0.0038799999999999998,-0.7585609999999999,-2.125854,0.10558599999999999,-63.450075,-55.418833,-74.331096,67.261691,67.23346,2.016356,0.89969,0.342891,2.22126,2.21771,1.058107,1.113253,0.947311,1.961948,2.2025639999999997,0.73746,0.747175,2.022986,2.078472,0.8734290000000001,"[-0.086661, -0.023139399999999997]"
-1.932189,-1.223255,0.9034969999999999,1.764707,-0.338144,-0.047503,-1.982679,-1.591497,-0.772903,1.8721009999999998,-0.225976,0.213854,-41.645185,-30.618121999999996,51.229587,15.665187,34.791768,2.053589,1.1678110000000002,2.15699,2.031386,1.5035690000000002,2.229924,1.589216,1.7083709999999999,1.847288,1.1232600000000001,0.38616100000000003,0.45586000000000004,1.888753,0.527461,1.533234,"[-0.023139399999999997, -0.005967399999999999]"
-0.327488,-0.017718,-0.9067120000000001,0.757062,0.484575,1.236466,-0.352568,-2.138922,1.95114,-0.705228,-1.1004200000000002,1.371851,-32.252241999999995,36.570264,-63.57085,14.717209,2.1298470000000003,0.570186,1.8688,0.42418500000000003,0.519766,0.45078100000000004,2.033368,1.073135,1.671893,0.763045,0.99224,1.0808,2.248817,1.8683450000000001,1.7821930000000001,0.564604,"[-0.023139399999999997, -0.005967399999999999]"
1.8579,1.442575,0.12312100000000001,0.553377,-1.655568,1.519563,-1.8498009999999998,-1.9700419999999998,-1.251403,-0.9451620000000001,0.12378399999999999,2.275591,3.656886,-38.721371999999995,59.892456,-37.487809999999996,-57.630404000000006,0.71208,1.678498,1.524591,2.295986,0.38559499999999997,2.189108,1.8456689999999998,0.911949,1.623242,2.07345,1.981997,1.6725,1.9527900000000002,1.285496,2.32577,"[0.006497999999999995, 0.0245966]"
-1.325761,-1.8865580000000002,2.294248,-2.054092,-0.168004,-0.924841,-2.344445,1.913879,-0.20801999999999998,0.403319,2.160072,0.08189500000000001,12.601505,-6.505779,7.376562,-72.13139699999999,-12.381414,0.708725,1.545798,0.984516,1.767348,0.8251299999999999,0.455221,2.396621,2.014234,1.225722,1.203884,0.926158,1.9439799999999998,1.722949,1.605153,1.8067529999999998,"[0.0245966, 0.089805]"
-1.962938,0.339262,-0.021231,1.305596,2.263559,0.527997,0.613874,1.9577529999999999,2.061619,-0.5723630000000001,-1.7267669999999997,1.8245259999999999,41.247526,-52.831998999999996,52.596061,32.003338,-19.889854999999997,2.293056,0.638266,0.834324,1.989725,1.05461,0.824608,0.685211,2.334286,0.5971310000000001,2.480092,0.905122,1.642816,0.314299,0.9294389999999999,0.8230719999999999,"[0.006497999999999995, 0.0245966]"
0.89315,2.2118599999999997,-1.298749,-0.290286,-1.511595,-0.889229,-2.28475,1.457406,-0.375322,1.8458310000000002,1.231515,1.267685,40.36837,21.18789,4.8718129999999995,-19.441443,-52.327871,1.007067,0.532415,1.541664,1.2518479999999998,1.554804,1.595872,1.067014,2.3079560000000003,1.31461,1.146794,2.1610840000000002,1.089741,1.7689400000000002,0.571326,0.776044,"[-0.005967399999999999, 0.006497999999999995]"
-1.57082,-1.975718,2.315516,1.963024,1.117276,-0.8182,-0.735446,-0.050339,2.188729,1.059711,-2.273351,-0.156573,-63.837749,28.945621000000003,39.055475,5.369786,-50.005899,1.3878709999999999,1.705744,0.43525200000000003,2.037851,2.166787,2.4428400000000003,0.311369,1.185966,1.283533,0.837541,2.054808,1.4081350000000001,0.265888,1.776097,1.605734,"[-0.005967399999999999, 0.006497999999999995]"
1.355238,-2.200063,1.658482,0.32862399999999997,0.26059099999999996,1.9391509999999998,0.430382,-0.093475,-1.811712,2.019151,1.963775,-0.40124,-6.834808,27.375177,44.603234,-53.448848999999996,35.196449,0.575888,0.956932,1.650594,0.539227,1.289893,1.982131,1.6808610000000002,0.733861,0.996058,2.240537,2.211471,1.949931,0.488137,2.1208150000000003,1.537454,"[0.0245966, 0.089805]"
-1.331712,1.767296,0.7575310000000001,-1.04688,1.1445459999999998,0.412096,-1.1091030000000002,1.525543,-0.314211,1.6462029999999999,1.2984959999999999,0.755655,13.016521000000001,68.67343000000001,-55.665381999999994,-18.074303,-24.818360000000002,1.792425,1.537435,2.170093,1.758502,0.648282,0.41918999999999995,2.084151,1.819295,0.90012,0.8096180000000001,0.741858,0.40772800000000003,0.679355,0.66394,0.338861,"[0.006497999999999995, 0.0245966]"
1.9339490000000001,-2.1794569999999998,-0.730275,2.048552,1.296278,1.176073,-2.205159,0.8323149999999999,2.3404130000000003,1.011607,-0.214732,0.6883729999999999,18.073331,8.475727000000001,-48.460646000000004,21.917458,-33.279198,1.7728959999999998,1.8073439999999998,0.287579,1.8454709999999999,2.088857,2.16532,0.29243600000000003,2.468682,0.38795999999999997,1.444356,1.5473620000000001,0.259258,0.600467,2.3020400000000003,0.8886649999999999,"[-0.005967399999999999, 0.006497999999999995]"
2.0066990000000002,0.021016,-0.213804,2.1441169999999996,0.534742,0.8778290000000001,-0.8253510000000001,1.598391,-1.1710969999999998,1.02342,0.398963,-0.360865,-7.010078,-68.382948,-12.207516,28.276283000000003,39.489434,0.60878,0.261847,1.365659,1.8879130000000002,2.144863,0.719036,1.592076,0.26955300000000004,0.380861,1.386685,2.011468,2.000718,1.3153709999999998,0.448988,1.1495600000000001,"[-0.086661, -0.023139399999999997]"
1.9499279999999999,-2.224216,0.9819950000000001,1.5992870000000001,-0.241385,0.408522,0.07411799999999999,1.6234950000000001,1.3535469999999998,-2.3440090000000002,-0.181006,2.04311,-20.198023000000003,-18.17241,-23.703271,19.124520999999998,-24.168347,1.4139950000000001,2.0124299999999997,2.403387,0.9796040000000001,2.461248,1.451871,1.8440889999999999,1.348608,1.051301,1.461383,1.960275,1.098618,2.464999,1.488644,1.140096,"[-0.023139399999999997, -0.005967399999999999]"
-0.473972,-2.109563,0.596368,-0.10188,-1.701546,1.602349,-0.627633,-2.3073740000000003,-1.792778,-0.21039000000000002,-1.7342849999999999,-2.0065,-44.004546000000005,65.58953699999999,13.346035999999998,56.829108,-73.178546,0.447675,1.57209,1.865105,1.318663,1.7736319999999999,0.681632,0.697488,1.681605,1.979741,2.0099270000000002,0.849858,2.055468,1.24953,0.850217,1.3545200000000002,"[-0.005967399999999999, 0.006497999999999995]"
0.199545,-1.467072,-1.859633,-2.284086,-1.518348,-1.284922,1.191173,1.8159669999999999,-1.182159,-1.1143969999999999,2.0811610000000003,-1.9923819999999999,8.831151,-74.847348,-59.370978,-48.0207,66.094259,0.568067,2.248839,2.244569,2.468091,1.706949,0.441724,0.547639,0.9244709999999999,0.579064,0.322942,2.187153,0.48521400000000003,2.4897080000000003,0.518824,0.373621,"[0.006497999999999995, 0.0245966]"
2.295467,-0.413175,1.820744,-1.0052729999999999,-1.7151299999999998,-0.510185,1.863245,1.7373939999999999,-2.299162,-0.41933000000000004,2.057435,-0.196269,-0.862132,60.14157900000001,-50.477304,27.957617,-66.326319,2.17826,1.760117,0.78986,1.6804169999999998,2.273139,1.153377,0.29899499999999996,2.463711,2.347851,1.324994,2.4290700000000003,0.630158,1.812774,1.549204,1.9754599999999998,"[-0.005967399999999999, 0.006497999999999995]"
2.204809,-2.0005479999999998,-0.308344,1.2832379999999999,-1.222005,-1.64611,0.264885,-1.288912,0.107589,-1.313487,1.7638310000000001,-0.940575,58.01056,-16.526128,45.367512,41.772618,72.392899,2.236745,1.478108,1.817321,1.467801,1.83007,1.990762,0.49189700000000003,2.318502,0.816154,0.354589,0.8255120000000001,2.3790169999999997,0.8833290000000001,2.112131,1.8441900000000002,"[-0.023139399999999997, -0.005967399999999999]"
2.122157,-0.976226,1.111666,-0.8549200000000001,-0.557972,-0.17462,0.974785,-1.762951,1.578928,1.575122,-1.1347690000000001,-1.024463,29.145876,-45.257861,1.1260299999999999,25.194537,-5.416455,1.609608,2.428106,2.429433,2.2236380000000002,1.6813650000000002,2.4466759999999996,1.785786,2.454237,0.61611,1.968665,0.349717,2.1905040000000002,0.542247,0.289562,1.416305,"[-0.023139399999999997, -0.005967399999999999]"
-0.418317,0.22461399999999998,0.467404,0.10884300000000001,0.922982,-0.619562,1.4046610000000002,-0.930169,-2.352551,2.332289,1.121767,-0.736129,-66.750586,-27.104868,-1.521492,-71.71554300000001,-73.127654,2.027816,2.2491220000000003,2.499933,1.380469,1.045557,1.681081,2.1832290000000003,2.027757,1.264233,0.455829,1.3677110000000001,0.366331,2.420007,1.311823,1.565641,"[0.0245966, 0.089805]"
-0.34419099999999997,2.0031380000000003,1.439684,-1.3540809999999999,-1.916614,1.362675,0.275037,-0.313341,2.123349,0.211425,0.27573200000000003,1.941987,30.752715000000002,-39.12086,-54.301207999999995,-40.401546,21.211475,0.643885,0.781213,0.348532,0.277379,1.410993,1.065166,0.49069399999999996,2.343464,1.8450080000000002,1.046781,1.9928810000000001,2.343861,1.776974,0.60339,1.9324430000000001,"[-0.023139399999999997, -0.005967399999999999]"
-0.26681,1.9141240000000002,-0.8030619999999999,-0.788301,2.266405,1.22266,-1.4814459999999998,1.608011,0.29728899999999997,1.40076,-0.523507,-0.5462229999999999,-20.349103,-7.378044999999999,47.197758,52.719058,-0.7974,0.59636,0.767934,2.165795,1.518512,1.377406,1.306561,0.8653280000000001,1.072875,1.806382,2.109623,2.432645,2.215801,0.464433,1.9742680000000001,2.26873,"[0.0245966, 0.089805]"
-1.22805,0.42098,2.11262,-1.05162,1.593197,1.07138,0.642825,-1.5530700000000002,-0.5248470000000001,0.494845,-0.5067550000000001,-1.7526389999999998,17.309137,64.671224,29.259448,63.537251,20.582074,1.718794,1.517181,1.5088190000000001,0.46369499999999997,0.8270350000000001,0.9729110000000001,2.468106,1.959643,1.718058,0.40448,2.340605,1.051242,0.467671,2.390199,2.07976,"[-0.005967399999999999, 0.006497999999999995]"
-0.597136,1.32605,2.025998,-0.776004,1.594898,1.390657,-0.67195,2.140861,-2.35005,1.946716,0.347711,0.616621,32.238508,32.610149,-21.222851000000002,7.537688,-64.078106,1.963998,0.659939,0.590376,1.4561520000000001,1.801009,1.812109,1.613933,0.8782459999999999,2.181678,0.7122850000000001,0.620031,0.359629,2.280144,1.880681,2.106635,"[-0.005967399999999999, 0.006497999999999995]"
1.10869,0.964889,1.56334,-1.234713,1.539284,-0.265464,0.975511,1.005796,1.0698860000000001,-0.8940819999999999,0.976223,-1.159869,39.229566999999996,-68.66262900000001,-62.800026,69.95473100000001,29.168003999999996,1.774662,2.251519,2.275907,0.41601099999999996,0.404077,2.330172,1.196768,0.579148,1.7389439999999998,0.42454899999999995,2.139343,2.432126,2.496787,0.252325,1.081444,"[-0.023139399999999997, -0.005967399999999999]"
-2.0579959999999997,0.18742999999999999,2.266987,1.583896,0.253862,1.946345,-1.188741,1.360903,-1.232912,-1.1799879999999998,-2.3223700000000003,0.652355,-50.646967,26.430543,68.139732,-25.523931,19.28585,1.18413,1.921261,2.3870270000000002,0.506522,0.622749,1.0417020000000001,2.134766,2.015731,1.648278,2.103183,2.194445,1.544008,2.394907,2.4507369999999997,0.290081,"[0.0245966, 0.089805]"
-0.202373,1.0671979999999999,1.0405309999999999,0.528994,-1.474458,1.2369450000000002,-1.731041,0.684926,-0.814357,-2.122329,-1.910073,-1.8058009999999998,-73.664315,23.862138,-49.041644,7.08332,-50.633258000000005,0.727448,1.2153129999999999,1.768231,2.15083,2.005936,1.2708979999999999,2.228027,1.205075,0.697703,0.8010970000000001,1.536775,2.325704,0.360969,2.300823,0.680268,"[-0.005967399999999999, 0.006497999999999995]"
1.622066,0.895739,-1.3974030000000002,0.390919,1.104077,-1.169936,1.691456,-1.54861,-0.972828,1.672808,0.766968,2.044124,72.251544,-68.307314,58.980728000000006,-60.906797999999995,-60.55969,2.474255,1.800512,2.447765,2.082655,1.44071,1.012999,1.220932,1.702934,0.455301,1.501219,0.989028,1.089394,0.44203000000000003,1.195569,0.6736489999999999,"[0.006497999999999995, 0.0245966]"
-1.365718,0.42123299999999997,1.6468450000000001,-2.054991,-1.14367,0.17975,0.41090299999999996,-2.323307,-0.97116,1.432418,-0.952766,-0.43877700000000003,11.790711,16.483033,-19.668638,29.201437,-11.442091,1.2666819999999999,1.122711,2.408713,0.48999899999999996,1.9128779999999999,0.984258,1.921788,2.244414,2.122493,0.495471,1.636729,1.51335,2.368909,2.007576,1.831825,"[-0.005967399999999999, 0.006497999999999995]"
2.127532,-0.18115499999999998,-0.46918000000000004,-1.683473,-0.942911,0.252781,-2.092058,-2.082573,1.814831,-1.424773,2.192165,2.256716,-44.285920000000004,-13.452607999999998,-47.989195,-4.399033,15.452409,2.2545759999999997,1.904264,2.464938,0.46089300000000005,0.979295,1.754134,1.481054,1.832875,1.88566,0.291617,2.205423,1.539292,1.8759759999999999,1.776952,2.481534,"[0.006497999999999995, 0.0245966]"
0.38216100000000003,-0.005071,-0.402129,-1.024313,-1.264981,1.75689,0.21705100000000002,0.582309,-0.7707729999999999,-0.021046000000000002,-0.28360799999999997,2.3319520000000002,5.631577,-0.091539,-38.487907,-66.260269,-36.333661,1.227371,1.925602,1.0903530000000001,0.821983,1.5713709999999999,1.041461,0.334233,0.6992470000000001,1.9915779999999998,0.706731,1.777106,0.576604,1.727307,0.605954,2.2748880000000002,"[0.0245966, 0.089805]"
-0.994741,0.938109,-0.8494450000000001,1.924179,-1.451136,2.077644,0.168883,1.556334,-1.166475,-1.4123370000000002,-0.8469540000000001,1.3783590000000001,-0.583482,-56.575883,-20.858677,-21.792317999999998,36.518889,0.9695280000000001,1.855164,0.7478130000000001,1.48564,2.40462,1.443496,0.5786020000000001,1.568215,1.995923,1.7241380000000002,1.341092,0.732703,1.789684,0.470369,0.49148100000000006,"[-0.023139399999999997, -0.005967399999999999]"
1.428557,0.144122,0.093816,-1.8773119999999999,2.1670979999999997,0.37033299999999997,-0.8844559999999999,-2.171964,-2.030494,0.605087,0.357942,-1.782748,-40.645454,-28.139783,4.6671,-10.042896,-40.946001,1.6834919999999998,2.202616,1.618702,2.270582,0.92666,1.374676,0.431595,1.314611,1.161251,2.144263,1.881672,0.760396,1.4756049999999998,2.498401,0.374604,"[-0.005967399999999999, 0.006497999999999995]"
1.149375,1.469366,-1.9994560000000001,-0.80829,0.8897510000000001,1.629881,0.289206,2.211103,0.109198,2.167928,0.169202,2.215611,14.965727,-21.020229999999998,-36.999691999999996,46.178818,27.395943,0.529303,0.988201,0.693096,2.115385,0.28121799999999997,0.674309,1.3591280000000001,2.3706240000000003,1.580406,2.1262779999999997,1.111046,2.092743,2.234686,0.610506,2.274153,"[-0.086661, -0.023139399999999997]"
0.302244,-0.145252,-0.228739,0.897209,-0.259548,1.448377,-1.322003,0.003692,0.79,-1.980504,1.9784560000000002,1.2979450000000001,28.961956,13.599029999999999,-41.098603000000004,5.772977,-23.56912,1.732014,0.9600270000000001,1.9209349999999998,1.402724,1.5789790000000001,0.648938,2.45237,0.724643,1.3275290000000002,2.2863599999999997,0.6091479999999999,1.9457689999999999,0.28493,2.3104880000000003,1.116114,"[-0.023139399999999997, -0.005967399999999999]"
2.1492080000000002,1.277042,-1.684981,1.974405,-0.820628,0.8672690000000001,0.771238,-1.582216,-0.298746,-2.338057,0.891508,-1.826124,3.9039870000000003,64.307822,71.558138,-22.367901999999997,-37.320793,2.1165849999999997,2.439006,1.124126,1.4393040000000001,2.137334,2.429882,0.771085,1.127161,0.689695,1.20032,1.783267,0.620737,0.973563,2.176657,1.8215569999999999,"[0.006497999999999995, 0.0245966]"
0.506754,1.7250889999999999,-1.7630080000000001,0.620541,0.91085,-1.8882919999999999,1.415008,-1.3907459999999998,-0.825304,-2.327402,0.8926729999999999,-1.0956860000000002,26.201432,-32.540774,-12.781177,-13.246754999999999,-38.205311,1.875068,2.260032,1.356474,0.51471,0.9806889999999999,0.43435200000000007,0.41180600000000006,1.721914,2.208719,0.690113,1.48111,0.511979,2.328411,0.8496389999999999,0.626509,"[0.006497999999999995, 0.0245966]"
-0.252992,-1.466912,0.8337049999999999,2.153064,0.10963800000000001,0.137438,0.841578,-2.182687,1.52385,-0.4898,0.46917200000000003,1.5551270000000001,67.28839,65.97555899999999,51.223406,61.79244,-54.463136999999996,0.445934,1.567585,0.40664,0.393914,0.25552199999999997,0.814645,1.982325,0.44358800000000004,0.390822,2.293222,1.1853850000000001,0.512309,1.12616,1.871146,1.6037649999999999,"[-0.086661, -0.023139399999999997]"
-0.632668,-2.09977,0.23881100000000002,-1.263365,0.650794,0.44588500000000003,1.286266,-2.173269,-0.398483,-1.0060639999999998,-0.86095,1.760056,50.723471,59.373445,-60.50345600000001,-31.585994,-15.799481,0.746772,2.005051,2.145028,1.2372049999999999,0.711782,1.171902,1.15056,2.4598310000000003,2.3830150000000003,0.575623,0.988282,2.059316,0.673795,1.718793,1.507901,"[0.006497999999999995, 0.0245966]"
-0.484229,-0.144539,2.3180959999999997,-1.793062,-0.265226,0.270858,0.1426,-1.929328,-0.26316,2.000639,1.846167,2.162235,-39.834439,-47.420069,-39.106788,32.206193,-60.520312,1.151867,1.9328599999999998,1.575876,2.498623,1.857941,2.4090700000000003,1.9933189999999998,0.7161489999999999,0.30841799999999997,1.082594,0.9130370000000001,1.917576,1.1916799999999999,0.562761,0.822124,"[-0.086661, -0.023139399999999997]"
0.918536,0.050479,0.174968,0.15062899999999999,1.07216,-0.376139,2.2517240000000003,-0.465203,-0.805426,1.90336,2.0735580000000002,2.17703,-74.827635,-28.057288,41.164765,56.198741000000005,-17.760831,1.2807600000000001,1.483091,2.314164,2.157837,0.512948,0.613097,0.826166,2.128245,0.412897,2.054478,0.356159,2.463975,2.271966,1.6833740000000001,2.461318,"[-0.023139399999999997, -0.005967399999999999]"
1.4299790000000001,0.468016,0.967566,-0.578064,1.416132,-1.346035,1.373283,-0.5150779999999999,-0.25792800000000005,0.410217,0.28570300000000004,-0.117003,-44.464894,-21.467935999999998,-61.597066000000005,38.109102,-0.324031,0.6851649999999999,1.561149,2.472307,0.563832,0.828528,1.315309,1.6573790000000002,2.06822,1.823435,0.724392,1.606203,1.45361,1.816403,1.79215,1.42136,"[-0.023139399999999997, -0.005967399999999999]"
0.555334,-1.740475,2.3497939999999997,-1.548286,-0.23027399999999998,-1.344861,2.25792,-0.005472,2.287681,0.6644,-1.784792,2.062295,43.465021,16.607642000000002,-25.366269,-30.88083,-14.105851999999999,2.4693009999999997,1.8006220000000002,2.045547,1.009823,1.8404639999999999,1.183196,1.967383,1.309948,1.5480559999999999,0.6742779999999999,0.832557,1.528047,1.8820189999999999,2.092765,0.34897,"[0.0245966, 0.089805]"
-1.764741,-0.22451100000000002,1.2703870000000002,-0.443237,0.807296,1.258402,0.760491,1.5800100000000001,0.916551,-0.322011,-2.21812,-0.23196599999999998,-48.091027000000004,-65.889811,39.943012,72.20693399999999,-68.055097,0.594856,2.498491,1.894448,1.7341389999999999,0.6680689999999999,2.242587,0.664497,0.700721,2.019456,1.254027,2.185699,0.794466,0.347058,0.25399099999999997,2.083503,"[-0.086661, -0.023139399999999997]"
1.615365,1.358633,-1.692767,-1.644881,2.064721,-0.25994,-0.428375,0.839901,-2.102102,-1.248435,1.814684,0.808703,42.644935,33.414602,-0.780985,73.983078,-66.401673,1.181137,1.127357,1.740176,0.8955719999999999,0.870506,0.343821,2.093554,2.362001,0.647794,1.2280870000000002,0.457582,1.583369,2.431436,2.137448,2.09583,"[0.0245966, 0.089805]"
0.058462,-2.32323,0.33376,1.7623790000000001,-1.7656060000000002,-0.632137,2.115857,1.525954,1.891961,-1.008034,-0.993604,1.205914,-6.243385,67.425679,-26.618646000000002,70.420711,60.886196,1.58933,1.361306,0.721249,0.52372,1.6638369999999998,0.363033,1.001154,2.393626,1.165952,2.4043200000000002,0.8971540000000001,0.47279899999999997,0.829333,1.35331,1.335429,"[0.006497999999999995, 0.0245966]"
1.068128,-2.167173,-1.621591,-2.33193,0.18443800000000002,-0.9054459999999999,-1.51959,1.393584,1.39306,2.0155849999999997,-1.421079,-1.6822970000000002,-1.2045540000000001,5.057728,-44.760777000000004,-44.373486,14.819392,2.417884,1.631744,0.978506,1.9971430000000001,1.983057,1.483774,0.295659,0.394563,2.171952,1.490183,2.248165,2.166486,1.885088,1.923471,1.274524,"[0.0245966, 0.089805]"
